                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.5627,                 1.5342,                  1.247,                 0.7362,                0.71339,                0.68961,                0.22872,                 2.1964,                 1.1458,                 1.1813,               0.000659,               0.000659,               0.000659
